lord_id,lord_name,lord_key,variable,step,observation_index,dx,dpx,dy,dpy,dz,dpz
0>>1199,H_CANT_TRIM_S2,Overlay,HKICK,1e-06,1061,-3.9172144239649493,-2.000000000000076,-2.9991585387065256e-07,0.0,0.0008878428270353567,0.0
0>>1199,H_CANT_TRIM_S2,Overlay,HKICK,1e-06,1177,17.03640022437795,1.3017932958959262,0.000644736764017907,0.00021956778588219997,0.11983879726472249,0.0
0>>1196,H_CANT_S3,Overlay,HKICK,1e-06,1107,0.03577582087044631,0.6506000000000104,-8.212831456577696e-11,0.0,-2.668261445126774e-06,0.0
0>>1196,H_CANT_S3,Overlay,HKICK,1e-06,1113,1.1841103847132999,0.15059999999955773,-2.716793803814177e-09,0.0,-8.831429684774683e-05,0.0
0>>1196,H_CANT_S3,Overlay,HKICK,1e-06,1115,1.181625883277769,-0.3494000000000072,-2.711101742408628e-09,0.0,-8.812899542076646e-05,0.0
0>>1196,H_CANT_S3,Overlay,HKICK,1e-06,1123,0.5229338629253368,0.30119999999997604,-1.1998323341810835e-09,0.0,-3.90018711771134e-05,0.0
0>>1196,H_CANT_S3,Overlay,HKICK,1e-06,1177,-3.084733867717883,0.1200881829461261,-0.00011031868933717836,-3.176370294176098e-05,-0.006046441614483266,0.0
0>>1200,H_CANT_TRIM_S3,Overlay,HKICK,1e-06,1107,-0.05498896537095045,-0.9999999999999837,1.2614692276868844e-10,0.0,4.101233241904367e-06,0.0
0>>1200,H_CANT_TRIM_S3,Overlay,HKICK,1e-06,1123,-3.8972179457507417,-1.9999999999999472,8.941523736705204e-09,0.0,0.0002906655194312435,0.0
0>>1200,H_CANT_TRIM_S3,Overlay,HKICK,1e-06,1177,20.304755169045965,-0.8319471251396752,0.000726360572614348,0.00020427721943465024,0.038862836605822564,0.0
0>>1197,H_CANT_S4,Overlay,HKICK,1e-06,3,-0.00624875069504989,-0.5000000000004594,-1.8740434551411944e-10,0.0,1.2495005030643824e-06,0.0
0>>1197,H_CANT_S4,Overlay,HKICK,1e-06,9,-0.9347801105687691,0.15059999999951706,-2.803220979993859e-08,0.0,0.0001869186472269746,0.0
0>>1197,H_CANT_S4,Overlay,HKICK,1e-06,1169,0.8008711850702837,0.46878021187714325,-0.011918782943183461,-0.002877092494801836,0.0069933687452117255,4.4326259134551405e-05
0>>1197,H_CANT_S4,Overlay,HKICK,1e-06,1175,1.6639739564128622,-0.031219788122435234,-0.017254269199035645,-0.002877092494801836,0.007133751660573506,4.4326259134551405e-05
0>>1197,H_CANT_S4,Overlay,HKICK,1e-06,1177,1.6639739564128622,-0.031219788122435234,-0.017254269199035645,-0.002877092494801836,0.007133751660573506,4.4326259134551405e-05
0>>1201,H_CANT_TRIM_S4,Overlay,HKICK,1e-06,9,-0.054989006115918615,-1.0000000000000109,-1.649017294241828e-09,0.0,1.0995607202524127e-05,0.0
0>>1201,H_CANT_TRIM_S4,Overlay,HKICK,1e-06,1169,0.7744219222273431,0.035416345689744874,0.04865239929788441,0.006209878016861549,-0.03629681705197285,-0.00024271311325238347
0>>1201,H_CANT_TRIM_S4,Overlay,HKICK,1e-06,1177,0.8401013561716099,0.035416345689744874,0.06016845631563815,0.006209878016861549,-0.0362822216952842,-0.00024271311325238347
