observable,control,bmad,scibmad,difference,abs_difference
"DET_41W:y","H01W","-0.3829182958","-0.38375316546646","-0.0008348696664600141","0.0008348696664600141"
"DET_42W:y","H01W","-0.2962968472","-0.2968806211834685","-0.000583773983468483","0.000583773983468483"
"DET_43W:y","H01W","-0.4588425989","-0.4596578916204664","-0.0008152927204663762","0.0008152927204663762"
"DET_44W:y","H01W","-0.3663014995","-0.3668430251079278","-0.0005415256079278064","0.0005415256079278064"
"DET_45W:y","H01W","-0.1142409869","-0.11436915504698453","-0.0001281681469845336","0.0001281681469845336"
"DET_46W:y","H01W","0.1469819843","0.14738334588805907","0.00040136158805906264","0.00040136158805906264"
"DET_47W:y","H01W","0.4943716058","0.4953834929701178","0.0010118871701177978","0.0010118871701177978"
"DET_48W:y","H01W","0.1597260506","0.16001440135072525","0.0002883507507252525","0.0002883507507252525"
"DET_49W:y","H01W","0.09861333649","0.09871749439608109","0.00010415790608109265","0.00010415790608109265"
"DET_49E:y","H01W","-0.03538694257","-0.035528361421761856","-0.00014141885176185282","0.00014141885176185282"
"DET_48E:y","H01W","-0.1448125335","-0.14508000703293047","-0.00026747353293046783","0.00026747353293046783"
"DET_47E:y","H01W","-0.5449117921","-0.5457917240265232","-0.0008799319265232475","0.0008799319265232475"
"DET_46E:y","H01W","-0.2436334482","-0.24393878274574538","-0.00030533454574538377","0.00030533454574538377"
"DET_45E:y","H01W","0.0520149558","0.052218369292172474","0.0002034134921724759","0.0002034134921724759"
"DET_44E:y","H01W","0.2694548747","0.2701316849714511","0.0006768102714511115","0.0006768102714511115"
"DET_43E:y","H01W","0.4217528432","0.4226091531274019","0.0008563099274018771","0.0008563099274018771"
"DET_42E:y","H01W","0.3134070714","0.31397725296622175","0.0005701815662217391","0.0005701815662217391"
"DET_41E:y","H01W","0.4746516927","0.4754288291461362","0.0007771364461361951","0.0007771364461361951"
"DET_40E:y","H01W","0.167304867","0.16756845019845962","0.0002635831984596215","0.0002635831984596215"
"DET_39E:y","H01W","-0.0372454231","-0.03736407776702563","-0.00011865466702563193","0.00011865466702563193"
"DET_38E:y","H01W","-0.1823366471","-0.18268438675965448","-0.0003477396596544835","0.0003477396596544835"
"DET_37E:y","H01W","-0.5324350157","-0.5333643286386612","-0.0009293129386612753","0.0009293129386612753"
"DET_36E:y","H01W","-0.3500933813","-0.35069551041937325","-0.0006021291193732403","0.0006021291193732403"
"DET_35E:y","H01W","-0.4602189128","-0.4610190479677774","-0.0008001351677773827","0.0008001351677773827"
"DET_33E:y","H01W","-0.2009823727","-0.20125381512564886","-0.0002714424256488601","0.0002714424256488601"
"DET_32E:y","H01W","-0.01161965206","-0.011561809636047127","5.784242395287173e-5","5.784242395287173e-5"
"DET_31E:y","H01W","0.1907597903","0.19122701896483038","0.0004672286648303714","0.0004672286648303714"
"DET_30E:y","H01W","0.2058267682","0.2062585795797487","0.0004318113797486811","0.0004318113797486811"
"DET_29E:y","H01W","0.4662119821","0.46707127966933376","0.0008592975693337834","0.0008592975693337834"
"DET_28E:y","H01W","0.211861445","0.2122582497947063","0.00039680479470630137","0.00039680479470630137"
"DET_27E:y","H01W","0.1432295599","0.14347365570182072","0.00024409580182072066","0.00024409580182072066"
"DET_26E:y","H01W","-0.1054555908","-0.10566090481442468","-0.00020531401442468178","0.00020531401442468178"
"DET_25E:y","H01W","-0.5054263619","-0.5063750765189853","-0.0009487146189852691","0.0009487146189852691"
"DET_24E:y","H01W","-0.1670337854","-0.16727384992452685","-0.00024006452452685068","0.00024006452452685068"
"DET_23E:y","H01W","0.153878748","0.15440572910056827","0.0005269811005682579","0.0005269811005682579"
"DET_22E:y","H01W","0.2051405333","0.20561551045095536","0.00047497715095534687","0.00047497715095534687"
"DET_21E:y","H01W","0.4774248875","0.4783341734886255","0.0009092859886254967","0.0009092859886254967"
