acquisition,method,target,target_index,relative_x_rmse_um,relative_y_rmse_um,relative_rmse_2d_um,relative_median_2d_um,relative_p90_2d_um,relative_p95_2d_um,relative_p99_2d_um,relative_max_2d_um,absolute_x_rmse_um,absolute_y_rmse_um,absolute_rmse_2d_um,absolute_median_2d_um,absolute_p90_2d_um,absolute_p95_2d_um,absolute_p99_2d_um,absolute_max_2d_um
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_19W,11,9.814107541766628,6.379133022863021,11.705129002481865,8.539253869538165,19.962904935522474,22.429076687619265,23.270552021268514,23.48092085468083,9.515183394297646,8.719900588080339,12.906408535805827,11.19148295639798,20.35417251501704,23.11667550945014,23.73906230261059,23.894659000900702
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_20W,12,18.367573431674273,13.52426984000267,22.809507414083992,19.326621475114035,29.62577080123972,33.99628687336279,42.73392442795482,44.91833381660283,19.1241737475631,13.221921983322801,23.249800912267105,19.871008126828368,30.702804928141397,33.99373838300177,41.49568736406377,43.37117460932927
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_21W,13,22.291067281806637,15.92545337933821,27.395469441123016,23.353370898138742,39.89895032932915,46.40420870496155,53.277866968529445,54.99628153442142,22.26010059711877,15.752933678090965,27.27025848906057,21.59255931957808,38.85094184946982,44.99710595057981,52.42031598268591,54.27611849071245
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_22W,14,18.91947562396653,16.052482081337534,24.811866895853004,19.430157290852854,37.898520464436345,40.51791852838713,42.04435927975229,42.42596946759359,19.176026432892538,17.526819865546386,25.97901854101314,22.33784813584399,37.98992394126332,39.765519796988045,43.412272977572336,44.323961272718414
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_23W,15,14.234076193273053,4.855477367984606,15.039434349300286,8.534641039067324,23.332989928791264,29.931046614570995,37.40293604512774,39.27090840276693,15.201444692076793,4.985590187112338,15.998125835237717,9.528487485623048,24.159759118567695,31.346945040423307,39.84990508557081,41.9756450968577
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_24W,16,30.389738613667614,25.745020392437315,39.828912714434644,35.68753366678119,56.94723626397055,57.75820436245275,58.80929261986269,59.07206468421518,30.00178533758801,26.090504515765588,39.75954664391806,36.04825903207224,56.71152241209803,58.54499277100066,60.820502148674734,61.38937949309326
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_25W,17,9.067550325348789,7.775195196648228,11.944627631228803,5.80854626481355,19.884141446340116,24.156325129000688,27.218483122501933,27.984022620877244,11.55810927366916,7.424398499368951,13.737233457268934,7.21499405970103,23.855688513886527,29.965431617143576,30.571013573341663,30.722409062391186
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_26W,18,19.85664055724899,14.820335595888038,24.777581023871793,18.251397956596353,35.31014831646867,40.56085365948709,48.558324671316406,50.55769242427374,19.768081112370783,15.17348040046675,24.920103096267862,18.172585188686448,36.766289888674464,41.23904191886393,48.425101931865576,50.221616935115996
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_27W,19,11.149080997099919,11.959775297918505,16.350481101686157,8.999460500287508,24.74049740609794,30.56050514086168,38.44344227745645,40.414176561605146,12.0381267598722,11.293327118220256,16.506233164652688,8.291867828301553,23.67967836776959,29.49122639673881,40.857171809938066,43.69865816323789
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_28W,20,22.109216987712497,24.636466487040394,33.102461491206654,25.51270202877314,48.10769183185673,51.1690700898254,55.862561152947876,57.035933918728496,22.20372467655828,24.880172711071747,33.3470895828281,23.77552628782589,50.454052450040045,52.972310345026585,55.6385341017399,56.30509004091823
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_29W,21,7.90915896893672,12.706520007553117,14.966978529357883,8.385022778128462,25.731567111051653,28.015813419447433,32.026188657988584,33.02878246762387,7.855179250737139,12.504911220381217,14.76741838273797,7.523702247118054,24.92211074667411,28.192295436612497,32.12335958496312,33.106125622050776
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_30W,22,7.476415987451252,8.962206577125867,11.671244267364761,7.9552385195254836,17.346268780758127,19.918526604183782,24.273600393988758,25.362368841440006,7.493315234838489,8.97873766286601,11.694763923535659,7.249672037576612,17.02638050790229,20.18056028399734,25.97602918825867,27.42489641432401
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_31W,23,6.773341615852903,7.931843195299494,10.430354410079444,7.450010303425565,15.756282859737361,19.149201294950245,20.627616990516483,20.997220914408043,6.656633810672796,8.121013174101932,10.500553731271955,7.581998034160826,16.358499645203043,19.538953318534528,20.52553575832531,20.772181368273007
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_32W,24,8.614848401897117,7.631456537396312,11.508898377770056,7.337438947155041,21.232987205493007,23.39502248690865,23.457450320010206,23.473057278285594,8.957685639513377,8.365144420796636,12.256254452202324,7.490953432455868,22.76516963806955,24.48126053461661,25.36370956444212,25.5843218218985
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_33W,25,5.8430098511436706,5.211601853964278,7.829531148466418,5.20663737577426,11.665759515509711,15.38643629905683,19.276042368668797,20.248443886071794,6.217548514892709,6.613306642033668,9.077099441815715,4.840228354746875,15.911980145609467,17.689844698199067,21.667763381306074,22.66224305208283
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_34W,26,6.943208938889032,5.862170718926197,9.086979471029096,6.626719735650907,14.527652634716791,18.987078995871812,19.169494706185603,19.21509863376405,11.147573682994745,11.687676995798894,16.151476482845883,12.685746917225675,25.534159971172173,26.818028454879606,27.90299241984426,28.174233411085424
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_35W,27,8.382632000702351,6.676191242790328,10.716344935168397,7.420858093136336,16.40534193149169,18.894398218214413,23.387460882621284,24.510726548723003,7.92362409606816,6.6085781304304385,10.317806148682743,7.600081557107131,15.779664558134561,17.521591202716692,20.54260912501996,21.29786360559578
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_36W,28,7.880794996475586,10.649003731661214,13.247951171913682,8.217430013625751,19.782642181697135,26.49041601464687,32.73219494967004,34.29263968342583,7.705479215088469,11.321316496464119,13.694766049380727,7.387630527429599,19.08315177469395,27.015490578097168,36.563946317892025,38.95106025284075
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_37W,29,12.97509795359364,12.784076782883377,18.214987952123593,17.230740844360803,28.56009500899922,29.689050993339617,29.878008725879056,29.925248159013915,13.403144731087323,12.932949176425092,18.6253983335248,17.14116156747501,29.751272390348394,30.662416474676398,31.12684479425994,31.24295187415583
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_38W,30,20.60986441709841,16.43956112366863,26.363339720718546,22.330705783035416,38.82832483400989,46.0086396328517,48.258942907112896,48.821518725678196,21.301013153044856,16.060316253908155,26.677086038803722,22.567684199647267,39.67386092187926,44.39826296883829,45.94460307548211,46.33118810214307
deterministic_static_readback,bpm_gtpsa_two_sided,SEX_39W,31,12.839890621475403,11.554888693190634,17.27362856737046,9.099422983103006,29.45758269049697,31.429078611410066,32.15585120828085,32.33754435749855,13.825339148694175,11.664754823727748,18.08885036905595,8.937186830065846,29.954144610510188,32.62178952771366,33.17458806485439,33.31278769913958
